Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120230923005906","2023-09-23 13:30:11","2023-09-25 00:00:00","2024-10-24 00:00:00","New","Al Warsan First","27500","27500","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923005908","2023-09-23 13:30:29","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","21.52","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923005909","2023-09-23 13:30:48","2023-09-15 00:00:00","2024-03-14 00:00:00","New","Al Khabeesi","72500","145000","Non Free Hold","450.6","Unit","Warehouse","","Industrial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005911","2023-09-23 13:31:14","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","21.23","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923005914","2023-09-23 13:32:07","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","23","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923005921","2023-09-23 13:33:03","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Warqa First","28000","28000","Non Free Hold","0","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005925","2023-09-23 13:34:16","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","25","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923005928","2023-09-23 13:35:04","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Nad Al Shiba First","55000","55000","Free Hold","88.5","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923005929","2023-09-23 13:35:28","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Barsha First","95000","95000","Non Free Hold","137","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923005935","2023-09-23 13:37:01","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","20.47","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923005936","2023-09-23 13:37:13","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923005940","2023-09-23 13:38:00","2023-07-25 00:00:00","2024-07-24 00:00:00","New","Business Bay","66150","66150","Free Hold","84.25","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","SOL BAY "
"0120230923005941","2023-09-23 13:38:02","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Me'Aisem First","75000","75000","Free Hold","61.05","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - NOOR"
"0120230923005941","2023-09-23 13:38:02","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Me'Aisem First","75000","75000","Free Hold","61.05","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - MESK"
"0120230923005941","2023-09-23 13:38:02","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Me'Aisem First","75000","75000","Free Hold","61.05","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - AFNAN"
"0120230923005941","2023-09-23 13:38:02","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Me'Aisem First","75000","75000","Free Hold","61.05","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","MIDTOWN - DANIA"
"0120230923005941","2023-09-23 13:38:02","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Me'Aisem First","75000","75000","Free Hold","61.05","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","JANNAT"
"0120230923005946","2023-09-23 13:40:52","2023-09-05 00:00:00","2024-09-04 00:00:00","New","Nad Al Hamar","60000","60000","Free Hold","113.68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005955","2023-09-23 13:42:38","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Suq Al Kabeer","43000","43000","Non Free Hold","1","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230923005956","2023-09-23 13:42:46","2023-09-15 00:00:00","2024-09-14 00:00:00","New","Al Barsha First","92000","92000","Non Free Hold","0","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923005958","2023-09-23 13:43:26","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Al Nahda First","58000","58000","Non Free Hold","99.24","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005961","2023-09-23 13:44:03","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","25","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923005962","2023-09-23 13:44:09","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Barsha First","45000","45000","Non Free Hold","42","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923005969","2023-09-23 13:45:37","2023-09-16 00:00:00","2024-09-25 00:00:00","New","Al Garhoud","63000","63000","Non Free Hold","89","Unit","Flat","","Residential","Terminal 3 ","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005970","2023-09-23 13:45:41","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Business Bay","60000","60000","Free Hold","10","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","PRIME TOWER"
"0120230923005971","2023-09-23 13:45:59","2023-10-01 00:00:00","2024-11-30 00:00:00","New","Al Nahda First","48000","48000","Non Free Hold","98.3","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005975","2023-09-23 13:47:08","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","20","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923005978","2023-09-23 13:48:57","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","22.25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923005982","2023-09-23 13:50:07","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Barsha South Fourth","50700","50700","Free Hold","81.56","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120230923005983","2023-09-23 13:50:29","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","23","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923005984","2023-09-23 13:50:46","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Nahda First","39000","39000","Non Free Hold","64.42","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005985","2023-09-23 13:50:49","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","21.31","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923005986","2023-09-23 13:51:01","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Qusais Industrial Fourth","45000","45000","Free Hold","85.38","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923005991","2023-09-23 13:51:52","2023-09-22 00:00:00","2024-09-22 00:00:00","New","Al Barsha South Fourth","55000","54847.65","Free Hold","35.84","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","REGINA"
"0120230923006002","2023-09-23 13:55:31","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","21.23","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006007","2023-09-23 13:58:21","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Barsha First","40000","40000","Non Free Hold","35.62","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120230923006008","2023-09-23 13:58:47","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Nahda Second","40000","40000","Non Free Hold","68.75","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006013","2023-09-23 14:00:39","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","25","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006020","2023-09-23 14:02:31","2023-09-24 00:00:00","2024-09-23 00:00:00","New","Al Jadaf","65000","65000","Free Hold","70.64","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","","1","","Binghatti Creek"
"0120230923006022","2023-09-23 14:03:13","2023-08-08 00:00:00","2024-07-31 00:00:00","New","Jabal Ali First","48500","49430.14","Free Hold","90","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120230923006024","2023-09-23 14:03:20","2023-09-24 00:00:00","2024-09-23 00:00:00","New","Wadi Al Safa 5","50000","50000","Free Hold","114.91","Unit","Flat","","Residential","","","IMG World Adventures","","1","","SONDOS ZINNIA"
"0120230923006031","2023-09-23 14:10:18","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Al Warsan First","22000","22000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120230923006038","2023-09-23 14:12:07","2023-10-02 00:00:00","2024-10-01 00:00:00","New","Business Bay","80000","80000","Free Hold","86.4","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","U-BORA TOWERS"
"0120230923006043","2023-09-23 14:16:47","2023-02-20 00:00:00","2024-03-19 00:00:00","New","Al Garhoud","45000","45000","Non Free Hold","52.49","Unit","Office","","Commercial","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006048","2023-09-23 14:19:34","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006050","2023-09-23 14:23:00","2023-09-11 00:00:00","2024-09-26 00:00:00","New","Al Nahda Second","62000","62000","Non Free Hold","100","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006054","2023-09-23 14:24:08","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","25","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006057","2023-09-23 14:25:40","2023-10-05 00:00:00","2024-10-04 00:00:00","New","Al Qusais First","62000","62000","Non Free Hold","105.91","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006060","2023-09-23 14:27:01","2022-12-25 00:00:00","2023-12-24 00:00:00","New","Mirdif","85000","85000","Non Free Hold","0","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","1","",""
"0120230923006061","2023-09-23 14:27:20","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Al Warqa First","32000","32000","Non Free Hold","45.06","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006063","2023-09-23 14:27:28","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Barsha South Fifth","48000","48000","Free Hold","44.82","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","PLAZZO RESIDENCE"
"0120230923006068","2023-09-23 14:31:12","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Goze Third","17000","17000","Non Free Hold","30","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120230923006073","2023-09-23 14:33:23","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Suq Al Kabeer","42500","42500","Non Free Hold","1","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230923006085","2023-09-23 14:39:43","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","28","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006087","2023-09-23 14:40:16","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","30","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006090","2023-09-23 14:41:50","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Nadd Hessa","60000","60000","Free Hold","1","Unit","Flat","","Residential","","City Centre Mirdif","","","1","",""
"0120230923006092","2023-09-23 14:44:41","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","27","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006098","2023-09-23 14:48:48","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Al Bada","40000","40000","Non Free Hold","29","Unit","Studio ","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120230923006099","2023-09-23 14:48:57","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Jabal Ali First","40000","40000","Free Hold","49","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120230923006106","2023-09-23 14:51:25","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","15000","15000","Non Free Hold","27","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006107","2023-09-23 14:51:50","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","22","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006110","2023-09-23 14:53:17","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Naif","10000","10000","Non Free Hold","30","Unit","Office","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006113","2023-09-23 14:54:52","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Al Nahda Second","48000","48000","Non Free Hold","870","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120230923006120","2023-09-23 14:57:26","2023-10-01 00:00:00","2024-10-01 00:00:00","New","Wadi Al Safa 6","150000","149597.86","Free Hold","428.4","Villa","Villa","3","Residential","","","Motor City","","1","",""
"0120230923006123","2023-09-23 14:58:39","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Jumeirah First","120000","120000","Non Free Hold","600","Villa","Villa","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","1","",""
