Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1968,Qtr 1,March,27,Russia,MiG,MiG  15 UTI?,Near Moscow Russia,Force Air Russian - Military,0,2,2
1968,Qtr 2,April,8,Chile,Douglas,Douglas DC 3CC,Near Coyhaique Chile,Ladeco,0,36,36
1968,Qtr 2,April,8,London,Boeing,Boeing B 707,Heathrow Airport London,England British Overseas Airways,0,5,127
1968,Qtr 2,April,10,Mexico,Douglas,Douglas DC 3XA,Near Mexico City Mexico,Rojas Aerovias,0,18,18
1968,Qtr 2,April,19,South,Bell,Bell UH 1H / Bell UH,Near Cheo Reo South,Army U.S. - Military / Army U.S. - VietnamMilitary,0,26,26
1968,Qtr 2,April,20,South-West,Boeing,Boeing B 707,Near Windhoek South-West,Airways African (Namibia)South Africa,0,123,128
1968,Qtr 2,April,30,West,Lockheed Martin,Lockheed Martin L 100,Near Chaklala West,Force Air Pakistan - PakistanMilitary,0,22,22
1968,Qtr 2,May,3,Texas,Lockheed L188A,Lockheed L188A ElectraN9707C,Near Dawson Texas,Airlines Braniff,0,85,85
1968,Qtr 2,May,12,Vietnam,Lockheed,Lockheed C 130B Hercules60,Kham Duc Vietnam,Force Air U.S. - Military,0,155,155
1968,Qtr 2,May,22,California,Sikorsky,Sikorsky S 61L helicopterN303Y,Paramount California,Airways Angeles Los,0,23,23
1968,Qtr 2,May,28,India,Convair,Convair CV 990,Near Bombay India,Airlines Indonesia Garuda,1,29,29
1968,Qtr 2,June,12,India,Boeing,Boeing B 707,Calcutta India,Airways World American Pan,0,6,63
1968,Qtr 2,June,18,Spain,Piaggio,Piaggio PD 808I,San Sebastian Spain,Piaggio Rinaldo,0,6,6
1968,Qtr 2,June,25,South,Bell,Bell UH 1H / Bell UH,Near Bearcat South,Army U.S. - VietnamMilitary,0,29,29
1968,Qtr 2,June,28,Missouri,Douglas,Douglas DC 3 (C,Vichy Missouri,Inc. Airlines Purdue,0,1,27
1968,Qtr 3,July,3,England,Airspeed AS.57 Ambassador,Airspeed AS.57 Ambassador 2G AMAD,London England,Transport Air BKS,0,6,8
1968,Qtr 3,July,8,Saudi,Convair,Convair CV 340,Near Dhahran Saudi,Airlines Arabian ArabiaSaudi,0,11,11
1968,Qtr 3,July,13,Nigeria,Boeing,Boeing 707 329COO,Near Lagos Nigeria,Sabena,0,7,7
1968,Qtr 3,July,15,Brazil,Curtiss,Curtiss C 46CPP,Gravata Brazil,Varig,0,3,3
1968,Qtr 3,July,18,N/A,Curtiss,Curtiss C 46DCC,Off ChiliAerolineas Flecha Austral,N/A,0,5,5
1968,Qtr 3,August,2,Italy,McDonnell Douglas,McDonnell Douglas DC 8I,Near Milan Italy,Alitalia,0,13,95
1968,Qtr 3,August,4,Wisconsin,Convair,Convair CV 580 / Cessna 150N4634S / N8742S,Milwaukee Wisconsin,Private / Airlines Central North,0,3,15
1968,Qtr 3,August,9,Germany,Vickers Viscount,Vickers Viscount 739AG ATFN,Pfaffenhofen Germany,Airlines International Eagle British,0,48,48
1968,Qtr 3,August,10,West,Fairchild,Fairchild  Hiller FH,Charleston West,Airlines VirginiaPiedmont,0,35,37
1968,Qtr 3,August,14,California,Sikorsky,Sikorsky S 61L helicopterN300Y,Compton California,Airways Angeles Los,0,21,21
1968,Qtr 3,August,18,Egypt,Antonov,Antonov AN 24VSU,Off Port Said Egypt,Airlines Arab United,0,40,40
1968,Qtr 3,August,20,Venezuela,Hawker Siddeley,Hawker Siddeley HS 748,Near Maturin Venezuela,Venezolana Aeropostal Linea,0,4,7
1968,Qtr 3,August,31,Norway,de Havilland Canada,de Havilland Canada DHC 3 OtterLN,Near Odda Norway,Westwing,0,5,6
1968,Qtr 3,September,3,Bulgaria,Ilyushin,Ilyushin IL 18LZ,Near Burgas Bulgaria,TABSO Bulair,0,47,89
1968,Qtr 3,September,8,New,Cessna 402 / Piper,Cessna 402 / Piper PA 28N8283F / N8828W,Flushing New,Air - Flying Speeds / Taxi Air - Aviation YorkFar,0,2,9
1968,Qtr 3,September,11,France,Sud,Sud  Aviation Caravelle 3F,Off Cap d'Antibes France,France Air,0,95,95
1968,Qtr 3,September,28,Biafra,Douglas,Douglas C 54BN90427,Port Harcourt Biafra,Nigeria Pan African Airlines,1,57,57
1968,Qtr 4,October,8,Costa,Britten,Britten  Norman BN,Puerto Cortes Costa,Valle del RicaAerovias,0,10,10
1968,Qtr 4,October,11,Czechoslovakia,Avia,Avia 14 40OK,Near Prague Czechoslovakia,Aerolinie Ceskoslovenske,0,11,40
1968,Qtr 4,October,20,Brazil,Douglas,Douglas C 47A,Feijó Brazil,Cruzeiro,0,19,19
1968,Qtr 4,October,21,South,Douglas,Douglas C 47D450934,Near Ban Me Thuot South,Force Air U.S. - VietnamMilitary,0,23,23
1968,Qtr 4,October,25,New,Fairchild,Fairchild  Hiller FH227CN380NE,Hanover New,Airlines HampshireNortheast,0,32,42
1968,Qtr 4,November,22,California,McDonnell Douglas,McDonnell Douglas DC 8,Off San Francisco California,Lines Air Japan,0,0,107
1968,Qtr 4,November,23,California,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200N7666,Santa Ana California,Commuter Cable,0,9,9
1968,Qtr 4,November,25,Laos,Curtiss,Curtiss C 46D,Savannakhet Laos,America Air,0,26,28
1968,Qtr 4,December,2,Alaska,Fairchild,Fairchild F 27BN4905,Pedro Bay Alaska,Airlines Consolidated Wien,0,39,39
1968,Qtr 4,December,12,Venezuela,Boeing,Boeing B 707,Near Caracas Venezuela,Airways World American Pan,0,51,51
1968,Qtr 4,December,24,Alaska,Lockheed,Lockheed L 100 HerculesN760AL,Prudhoe Bay Alaska,Airways Interior,0,2,4
1968,Qtr 4,December,24,Pennsylvania,Convair,Convair CV 580N5802,Bradford Pennsylvania,Airlines Allegheny,0,20,47
1968,Qtr 4,December,26,Alaska,Boeing,Boeing 707 321CFN799PA,Elmendorf Air Force Base Alaska,Airways World American Pan,0,3,3
1968,Qtr 4,December,26,Mexico,Douglas,Douglas DC 3?,Ensenada Mexico,S.A. Sal De Exportada,0,12,12
1968,Qtr 4,December,27,Illinois,Convair,Convair CV 580N2045,Chicago Illinois,Airlines Central North,1,27,45
1968,Qtr 4,December,31,Mexico,Douglas,Douglas DC 3XA,Near Ciudad Victoria Mexico,Especiales Aéreos Servicios,0,26,26
1968,Qtr 4,December,31,WA,Vickers Viscount,Vickers Viscount 720VH RMQ,Port Hedland WA,Australia Mac,0,26,26
1969,Qtr 1,January,2,Alaska,Bell,Bell 205AN4048G,Tyonek Alaska,Helicopter ERA,0,2,2
1969,Qtr 1,January,2,Taiwan,Douglas,Douglas DC 3DB,Mt. Paku Taiwan,(Taiwan) Airlines China,0,24,24
1969,Qtr 1,January,5,Horley,Boeing,Boeing B 727,Gatwick Airport Horley,Surrey,2,48,62
1969,Qtr 1,January,6,Pennsylvania,Convair,Convair CV 580N5825,Near Bradford Pennsylvania,Airlines Allegheny,0,11,28
1969,Qtr 1,January,13,California,McDonnell Douglas,McDonnell Douglas DC 8,Off Los Angeles California,(SAS) Airlines Scandinavian,0,15,45
1969,Qtr 1,January,16,Vietnam,Douglas,Douglas C 47 Skytrain (DC,Near Hue Vietnam,America Air,0,12,12
1969,Qtr 1,January,18,California,Boeing,Boeing B 727,Off Los Angeles California,Lines Air United,0,38,38
1969,Qtr 1,February,18,California,Douglas,Douglas DC 3N15570,Near Lone Pine California,Airlines County Mineral,0,35,35
1969,Qtr 1,February,24,Taiwan,Handley Page Dart Herald,Handley Page Dart Herald 201B 2009,Tainan Taiwan,Transport Air Eastern Far,0,36,36
1969,Qtr 1,March,5,Puerto,De Havilland,de Havilland DH 114 Heron 2DN563PR,San Juan Puerto,RicoPrinair,0,19,19
1969,Qtr 1,March,8,N/A,Douglas,Douglas DC 4N3821,Atlantic OceanContinental Air Transport,N/A,0,3,3
1969,Qtr 1,March,13,Alaska,De Havilland,de Havilland DHC 6N4901,Minchumina Alaska,Airlines Consolidated Wien,0,1,5
1969,Qtr 1,March,16,Zulia,McDonnell Douglas,McDonnell Douglas DC 9,Maracaibo Zulia,Venezuela Venezolana Internacional de Aviacion,71,84,84
1969,Qtr 1,March,20,Egypt,Ilyushin,Ilyushin IL 18DSU,Near Aswan Egypt,Airlines Arab United,0,100,105
1969,Qtr 1,March,20,Louisiana,Douglas,Douglas DC 3N142D,New Orleans Louisiana,Airways Avion,0,16,27
1969,Qtr 2,April,2,Bahamas,Curtiss,Curtiss C 46FN3914,Off New Providence Island Bahamas,Inc Bahamas the of Islands,0,2,2
1969,Qtr 2,April,2,Poland,Antonov,Antonov AN 24VSP,Zawoja Poland,Airlines Polish Lot,0,53,53
1969,Qtr 2,April,2,South,Boeing Vertol CH47C,Boeing Vertol CH47C (helicopter)67 18523,Near Quang Tri South,Army U.S. - VietnamMilitary,0,24,78
1969,Qtr 2,April,7,Quebec,Vickers 757,Vickers 757 ViscountCF THK,Sept-Îles Quebec,Canada Air Canada,0,1,21
1969,Qtr 2,April,15,North,Lockheed,Lockheed EC 121M135749,Off Chongjin North,Navy U.S. - KoreaMilitary,0,31,31
1969,Qtr 2,April,16,Zaire,Curtiss,Curtiss C 469T,Kinshasa Zaire,Wigmo,0,45,45
1969,Qtr 2,April,21,East,Fokker,Fokker F 27 Friendship 100VT,Khulna East,Airlines PakistanIndian,0,44,44
1969,Qtr 2,April,24,Ghana,Douglas,Douglas DC 39G,Near Takoradi Ghana,Airways Ghana,0,1,33
1969,Qtr 2,May,6,South,Boeing Vertol CH47A,Boeing Vertol CH47A (helicopter)66 19029,Near Chon Thanh South,Army U.S. - VietnamMilitary,0,30,74
1969,Qtr 2,May,7,New,Curtiss,Curtiss C 46FN1243N,Medford New,Airways W JerseyFlying,0,2,2
1969,Qtr 2,May,23,Burma,Douglas,Douglas C 47XY,Near Lashio Burma,Airways Burma of Union,0,6,6
1969,Qtr 2,May,25,Italy,Fokker,Fokker F 27 Friendship 600I,Reggio di Calabria Italy,Italiani Transporti Aero,0,1,36
1969,Qtr 2,June,4,Nuevo,Boeing,Boeing B 727,Near Salinas Victoria Nuevo,Mexico          Leon Compania Mexicana de Aviacion,0,79,79
1969,Qtr 2,June,5,Alaska,Boeing,Boeing RC 135E62,Off Andreanof Islands Alaska,Force Air U.S. - Military,0,19,19
1969,Qtr 2,June,23,Russia,Ilyushin,Ilyushin IL 14M / Antonov An,Near Poroslitsy Russia,Aeroflot,0,120,120
1969,Qtr 2,June,28,Kyrgyzstan,Ilyushin,Ilyushin IL 14CCCP,Near Talas Kyrgyzstan,Aeroflot,0,40,40
1969,Qtr 3,July,6,Georgia,Beechcraft,Beechcraft B 99N844NS,Near Monroe Georgia,South Air,0,14,14
1969,Qtr 3,July,12,Nepal,Douglas,Douglas DC 39N,Hitauda Nepal,Airlines Nepal Royal,0,35,35
1969,Qtr 3,July,15,New,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200N558MA,New York City New,Airways York YorkNew,0,3,14
1969,Qtr 3,July,25,Hawaii,De Havilland,De Havilland DH 104 DoveN88G,Kekaha Hawaii,Air Isle Trans,0,1,13
1969,Qtr 3,July,26,Algeria,Sud Aviation,Sud Aviation SE 210 Caravelle 6N7T,Biskra Algeria,Algerie Air,0,33,37
1969,Qtr 3,July,26,New,Boeing,Boeing 707 331CN787TW,Atlantic City New,Airlines World JerseyTrans,0,5,5
1969,Qtr 3,August,3,Nigeria,Lockheed,Lockheed L 1049H Super ConstellationCF,Uli  Nigeria,Air Canairelief,0,4,4
1969,Qtr 3,August,3,Ukraine,Antonov,Antonov An 24B	 CCCP,Preobrazhenka Ukraine,Aeroflot,0,55,55
1969,Qtr 3,August,19,Laos,Pilatus,Pilatus Pc 6CN196X,Near Long Tieng Laos,America Air,0,13,13
1969,Qtr 3,August,25,Ecuador,Douglas,Douglas C 47BHC,Sucre Ecuador,TAO,0,1,1
1969,Qtr 3,August,26,Russia,Antonov,Antonov AN 2CCCP,Khovu-Aksy Russia,Aeroflot,0,14,14
1969,Qtr 3,August,26,Russia,Ilyushin,Ilyushin IL 18	 CCCP,Moscow Russia,Aeroflot,0,16,102
1969,Qtr 3,August,31,Iowa,Cessna,Cessna 172HN3149X,Newton Iowa,Charter Private,0,3,3
1969,Qtr 3,September,1,Russia,Ilyushin,Ilyushin IL 14PCCCP,Cross Bay Russia,Aeroflot,0,22,27
1969,Qtr 3,September,2,Laos,Douglas,Douglas C 47248,Near Pakse Laos,Force Air Lao Royal - Military,0,35,35
1969,Qtr 3,September,6,Ecuador,Douglas,Douglas DC 3?,Quito Ecuador,Ecuador TAME,0,1,16
1969,Qtr 3,September,8,Colombia,Douglas,Douglas DC 3FAC,Near Medina Colombia,Satena,0,32,32
1969,Qtr 3,September,9,Indiana,MD Douglas,MD Douglas DC 9,Near Fairland Indiana,Corporation Forth / Airlines Allegheny,0,83,83
1969,Qtr 3,September,12,Philippines,BAC,BAC One Eleven 402APPI,Near Antipolo Philippines,Lines Air Philippine,0,45,47
1969,Qtr 3,September,14,Brazil,Douglas,Douglas DC 3PP,Londrina-Parana Brazil,VASP,0,20,21
1969,Qtr 3,September,17,Canada,Convair,Convair CV 640CF,Campbell River Canada,Airlines Western Pacific,0,4,15
1969,Qtr 3,September,20,Vietnam,Douglas,Douglas DC 4 / USAF F,Near Hoi An Vietnam,Vietnam) (South Vietnam Air,2,74,76
1969,Qtr 3,September,21,Mexico,Boeing,Boeing B 727,Mexico City Mexico,Mexicana,0,27,118
1969,Qtr 3,September,26,Bolivia,Douglas,Douglas DC 6BCP,Near La Paz Bolivia,Boliviano Aereo Lloyd,0,74,74
1969,Qtr 3,September,26,Nigeria,Boeing,Boeing C 97N52676,Uli Nigeria,Nordchurchaid,0,5,5
1969,Qtr 4,October,2,N/A,Grumman,Grumman C 2A152796,Gulf of TonkinMilitary - U.S. Navy,N/A,0,26,26
1969,Qtr 4,October,13,Russia,Antonov,Antonov AN 24BCCCP,Nizhnevartovsk Russia,Aeroflot,0,24,56
1969,Qtr 4,November,9,Ontario,Douglas,Douglas C 47BCF,Timmins Ontario,Canada Austin Airways,0,2,4
1969,Qtr 4,November,13,Russia,Antonov,Antonov An 12TBCCCP,Near Anderma Russia,Aeroflot,0,12,12
1969,Qtr 4,November,19,Glens,Fairchild,Fairchild  Hiller FH,Mt. Pilot Knob Glens,New York          Falls Mohawk Airlines,0,14,14
1969,Qtr 4,November,20,Nigeria,BAC,BAC VC 10,Near Ikeja Nigeria,Airways Nigeria,0,87,87
1969,Qtr 4,December,3,Venezuela,Boeing,Boeing B 707,Off Caracas Venezuela,France Air,0,62,62
1969,Qtr 4,December,5,New,Lockheed,Lockheed 18 08 Lodestar	N410M,Nnear Albuquerque New,MexicoPrivate,0,9,9
1969,Qtr 4,December,6,Russia,Antonov,Antonov An 12PLCCCP,Near Khantanga Russia,Aeroflot,0,8,8
1969,Qtr 4,December,8,Greece,Douglas,Douglas DC 6BSX,Near Keratea Greece,Airways Olympic,0,90,90
1969,Qtr 4,December,10,Russia,Ilyushin,Ilyushin 14PCCCP 52010,Off Makhachkala  Russia,Aeroflot,0,17,17
1969,Qtr 4,December,22,Vietnam,Douglas,Douglas DC 6BB,Nha Trang Vietnam,Vietnam) (South Vietnam Air,24,10,77
1969,Qtr 4,December,23,Laos,Douglas,Douglas C 47A,Near Luang Prabang Laos,Air Laos,0,6,6
1970,Qtr 1,January,5,Sweden,Convair,Convair CV 990,Stockholm Sweden,Spantax,0,5,10
1970,Qtr 1,January,12,N/A,Douglas,Douglas C 47?,Near Villia GreeceMilitary - Royal Hellenic Air Force,N/A,0,23,27
1970,Qtr 1,January,13,Western,Douglas,Douglas DC 35W,Faleolo Western,Airlines SamoaPolynesian,0,32,32
1970,Qtr 1,January,14,Peru,Douglas,Douglas DC 4OB,Mt. Pumacona Peru,Faucett,0,28,28
1970,Qtr 1,January,25,India,Fokker,Fokker F 27 Friendship 2009N,Near Delhi India,Airlines Nepal Royal,0,1,23
1970,Qtr 1,January,25,Mexico,Convair,Convair CV 240,Near Poza Rica Mexico,Commission Electricity -Federal Charter,0,18,19
1970,Qtr 1,January,28,Ohio,De Havilland,De Havilland DoveN2300H,Cleveland Ohio,Airlines TAG,0,9,9
1970,Qtr 1,January,28,Russia,Antonov,Antonov AN 24CCCP,Near Batagai Russia,Aeroflot,0,34,34
1970,Qtr 1,January,29,Russia,Tupolev,Tupolev Tu 124CCCP,Near Murmansk Russia,Aeroflot,0,11,11
1970,Qtr 1,February,4,Argentina,Hawker Siddeley,Hawker Siddeley HS 748 1LV,Near Corrientes Argentina,Argentinas Aerolineas,0,37,37
1970,Qtr 1,February,4,Romania,Antonov,Antonov AN 24VYR,Apuseni mountains Romania,TAROM,0,21,22
1970,Qtr 1,February,6,USSRAeroflot,Ilyushin,Ilyushin IL 18VCCCP,Near Samarkand USSRAeroflot,N/A,0,92,106
1970,Qtr 1,February,10,Connecticut,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100N124PM,Long Island Sound Connecticut,Airlines Pilgrim,0,5,5
1970,Qtr 1,February,12,Colombia,Douglas,Douglas DC 3 (C,Puerto Infrida Colombia,Urraca La Aéreas Lineas,2,12,12
1970,Qtr 1,February,15,Dominican,McDonnell Douglas,McDonnell Douglas DC 9,Off Santo Domingo Dominican,Aviacion de Dominicana RepublicCompania,0,102,102
1970,Qtr 1,February,19,N/A,Douglas,Douglas DC 39Q,CongoAir Congo,N/A,0,17,17
1970,Qtr 1,February,21,Switzerland,Convair,Convair CV 990,Zurich Switzerland,Swissair,0,47,47
1970,Qtr 1,March,6,Switzerland,Handley Page Jetstream,Handley Page Jetstream 1D INAH,St. Moritz Switzerland,Flug Bavaria,0,11,11
1970,Qtr 1,March,14,Brazil,Fairchild,Fairchild  Hiller FH,Belem Bay Brazil,Aereos Transportes Paraense,0,38,40
1970,Qtr 1,March,16,South,Lockheed,Lockheed EC 121P145927,Near Da Nang South,Navy U.S. - VietnamMilitary,0,23,31
1970,Qtr 1,March,26,Arizona,Piper,Piper PA 32N4121R,Colorado City Arizona,Airlines Canyon Grand,0,6,6
1970,Qtr 2,April,1,Morocco,Aerospatiale Caravelle,Aerospatiale Caravelle 3CN CCV,Casablanca Morocco,Maroc Air Royal,0,61,82
1970,Qtr 2,April,1,Russia,Antonov,Antonov AN 24VCCCP,Novosibirsk Russia,Aeroflot,0,45,45
1970,Qtr 2,April,4,Ukraine,Ilyushin,Ilyushin IL 14PCCCP,Zaporozhye Ukraine,Aeroflot,0,7,35
1970,Qtr 2,April,21,Philippines,Hawker Siddeley,Hawker Siddeley HS 748,Manila Philippines,Lines Air Philippine,0,36,36
1970,Qtr 2,April,25,Italy,Fairchild,Fairchild C 119GMM52,Rivolto Italy,Force Air Italian - Military,0,17,19
1970,Qtr 2,April,28,"",de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 100VH,Kainatu,Airlines Australia GuineaTrans New,0,8,11
1970,Qtr 2,May,2,US,McDonnell Douglas,McDonnell Douglas DC 9,Near St. Croix US,Airlines IslandsAntillean Virgin,0,23,63
1970,Qtr 2,May,4,California,Convair,Convair CV 24052,Hamilton AFB California,Force Air U.S. - Military,0,13,14
1970,Qtr 2,May,6,Somalia,Vickers 785D,Vickers 785D Viscount6O AAJ,Mogadishu Somalia,Airlines Somali,0,5,30
1970,Qtr 2,May,9,Michigan,Gates Learjet,Gates Learjet 23N434EJ,Pellston Michigan,Inc. Sales Jet Executive,0,6,6
1970,Qtr 2,May,9,Philippines,Fokker,Fokker F 27 Friendship 100PI,Iligan Philippines,Lines Air Philippine,0,1,33
1970,Qtr 2,May,15,Moldavia,Antonov,Antonov AN 10CCCP11149,Kishiniev Moldavia,USSRAeroflot,0,11,11
1970,Qtr 2,May,26,Honduras,De Havilland,de Havilland DH 114 Heron 1BHR,Near Tegucigalpa Honduras,Aeroservicios,0,6,6
1970,Qtr 2,May,30,Georgia,Martin,Martin 404N40412,Chamblee Georgia,Inc. Development Acres Lehigh,5,1,33
1970,Qtr 2,June,1,Libya,Tupolev,Tupolev TU 104AOK,Tripoli Libya,Aerolinie Ceskoslovenske,0,13,13
1970,Qtr 2,June,2,Philippines,Fokker,Fokker F 27 Friendship 100PI,Roxas Philippines,Lines Air Philippine,0,1,44
1970,Qtr 2,June,10,Peru,Fokker,Fokker F 27 Friendship 400MTC,Near Huaricanga Peru,LADE - Military,0,5,8
1970,Qtr 3,July,3,Alakska,Douglas,Douglas DC 3N154R,McGrath Alakska,Service Flying Reeder,0,5,27
1970,Qtr 3,July,3,Gerona,de Havilland Comet,de Havilland Comet 4G APDN,Near Arbucias Gerona,Spain Dan Air Services,0,112,112
1970,Qtr 3,July,5,Canada,McDonnell Douglas,McDonnell Douglas DC 8,Toronto Canada,Canada Air,0,109,109
1970,Qtr 3,July,18,N/A,Antonov,Antonov AN 22CCCP,North Atlantic OceanMilitary - Soviet Air Force,N/A,0,23,23
1970,Qtr 3,July,27,Japan,McDonnell Douglas,McDonnell Douglas DC 8,Tokyo Japan,Line Tiger Flying,0,4,4
1970,Qtr 3,August,3,Nevada,Lockheed,Lockheed P 3A Orion152159,Near Las Vegas Nevada,Navy States United - Military,0,10,10
1970,Qtr 3,August,6,Pakistan,Fokker,Fokker F 27 Friendship 200AP,Islamabad Pakistan,Airlines International Pakistan,0,30,30
1970,Qtr 3,August,9,Peru,Lockheed 188A,Lockheed 188A ElectraOB R939,Near Cuzco Peru,(Peru) SA Nacionales Aereas Lineas,2,99,100
1970,Qtr 3,August,12,Taiwan,NAMC,NAMC YS 11A,Taipei Taiwan,(Taiwan) Airlines China,0,14,31
1970,Qtr 3,August,26,South,Boeing Vertol CH47B,Boeing Vertol CH47B (helicopter)67 18445,Near Tam Ky South,Army U.S. - VietnamMilitary,0,30,32
1970,Qtr 3,August,29,India,Fokker,Fokker F 27 Friendship 400VT,Near Silchar India,Airlines Indian,0,39,39
1970,Qtr 3,August,30,Netherlands,Britten,Britten  Norman BN,Haringvreter Netherlands,Airways Continental Dutch,0,3,10
1970,Qtr 3,September,2,Ukraine,Tupolev,Tupolev Tu 124CCCP,Lihovka Ukraine,Aeroflot,0,37,37
1970,Qtr 3,September,2,Ukraine,Tupolev,Tupolev Tu 124CCCP,Near Dnepropetrovsk Ukraine,USSRAeroflot,0,37,37
1970,Qtr 3,September,3,USSRAeroflot,Yakovlev,Yakovlev YAK 40CCCP,Near Leningrad USSRAeroflot,N/A,0,21,21
1970,Qtr 3,September,8,New,McDonnell Douglas,McDonnell Douglas DC 8,New York New,Airlines International YorkTrans,0,11,11
1970,Qtr 3,September,26,Faeroe,Fokker,Fokker F 27 Friendship 300TF,Near Vagar Faeroe,Denmark          Islands Icelandair,0,8,34
1970,Qtr 3,September,30,Vietnam,Douglas,Douglas DC 3,Near Da Nang Vietnam,Vietnam) (South Vietnam Air,0,4,38
1970,Qtr 4,October,2,near,Martin,Martin 404N464M,Mt. Trelease near,Colorado         Plume Silver Charter,0,32,40
1970,Qtr 4,October,2,Taiwan,Lockheed,Lockheed C 130E64,Near Taipei Taiwan,Force Air U.S. - Military,0,43,43
1970,Qtr 4,October,4,Pennsylvania,Aero Commander,Aero Commander 500 BN701X,Mahaffey Pennsylvania,Private,0,2,2
1970,Qtr 4,October,6,South,Douglas,Douglas DC 3ZS,Near Germiston South,Airways AfricaNational,0,3,11
1970,Qtr 4,October,10,New,Lockheed,Lockheed L 100,Fort Dix New,Airways JerseySaturn,0,3,3
1970,Qtr 4,October,28,Guadeloupe,Curtiss,Curtiss C 46DHK,Pointe-à-Pitre Guadeloupe,Colombia Aerocosta,0,2,4
1970,Qtr 4,November,14,West,McDonnell Douglas,McDonnell Douglas DC 9,Near Huntington West,Airways VirginiaSouthern,0,75,75
1970,Qtr 4,November,27,Alaska,McDonnell Douglas,McDonnell Douglas DC 8,Anchorage Alaska,Airlines Capitol,0,47,229
1970,Qtr 4,November,27,South,Fairchild,Fairchild C 123K55,Near Nha Trang South,Force Air U.S. - VietnamMilitary,0,79,79
1970,Qtr 4,November,29,South,Fairchild,Fairchild C 123K54,Near Cam Ranh South,Force Air U.S. - VietnamMilitary,0,42,44
1970,Qtr 4,December,2,Bangladesh,Canadair,Canadair CL 44JTF,Dhaka Bangladesh,Cargolux,0,8,8
1970,Qtr 4,December,5,India,Douglas,Douglas DC 3VT,Delhi India,Jamair,0,5,16
1970,Qtr 4,December,7,Romania,BAC,BAC One Eleven  424EUYR,Near Constanta Romania,TAROM,0,19,27
1970,Qtr 4,December,28,Virgin,Boeing,Boeing B 727,St. Thomas Virgin,Airways Caribbean IslandsTrans,0,2,55
1970,Qtr 4,December,31,"",Fokker,Fokker F 27 Friendship 200 AP,Near Shemshernagar,Airlines International PakistanPakistan,0,7,35
1970,Qtr 4,December,31,Algeria,Nord,Nord 262EF BNGB,Off Algiers Algeria,Aviation Rousseau,0,31,31
1970,Qtr 4,December,31,USSRAeroflot,Ilyushin,Ilyushin IL 18BCCCP,Leningrad USSRAeroflot,N/A,0,93,93
1971,Qtr 1,January,2,Libya,de Havilland Comet,de Havilland Comet 4CSU ALC,Ben Gashir Libya,Airlines Arab United,0,16,16
1971,Qtr 1,January,9,New,Boeing,Boeing B 707,Edison New,Private / Airlines JerseyAmerican,0,2,21
1971,Qtr 1,January,18,Switzerland,Ilyushin,Ilyushin IL 18LZ,Zurich Switzerland,Airlines Bulgarian Balkan,0,45,47
1971,Qtr 1,January,21,France,Nord,Nord 262A 34F,Near Privas France,L'Air de L'Armée,0,21,21
1971,Qtr 1,January,21,Peru,Curtiss,Curtiss  Wright C,Near Pacae Peru,Peru del Aérea Fuerza,0,35,35
1971,Qtr 1,January,22,USSRAeroflot,Antonov,Antonov AN 12BCCCP 11000,Surgut USSRAeroflot,N/A,0,14,14
1971,Qtr 1,January,23,South,Fokker,Fokker F 27 Friendship 500HL,Near Sokcho South,Airlines KoreaKorean,0,2,60
1971,Qtr 1,January,25,Venezuela,Vickers Viscount,Vickers Viscount 749YV C,Merida Venezuela,Venezolana Aeropostal Linea,0,13,47
1971,Qtr 1,January,31,Russia,Antonov,Antonov AN 10CCCP,Voroshilovgrad Russia,Aeroflot,0,7,7
